stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
3377699720883259,2960,Froideterre,43.6523,1.44859,0,1970324837186178,2
3377699720883260,2961,Froideterre,43.6522,1.44862,0,1970324837186178,2
3377699720883261,730,Boudou,43.6527,1.44559,0,1970324837186179,2
3377699720883262,731,Boudou,43.6526,1.44567,0,1970324837186179,2
3377699720883265,3350,Sablettes,43.6559,1.45172,0,1970324837186181,1
3377699720883266,3360,"Ch. d'Encourse",43.6543,1.45351,0,1970324837186182,2
3377699720883267,10120,Lilas,43.6532,1.47091,0,1970324837186183,2
3377699720883268,10121,Lilas,43.6532,1.47083,0,1970324837186183,2
3377699720883269,10130,Mimosas,43.6559,1.471,0,1970324837186184,2
3377699720883270,10131,Mimosas,43.656,1.47099,0,1970324837186184,2
3377699720883271,10141,Roses,43.6568,1.47318,0,1970324837186185,1
3377699720883272,10140,Roses,43.6566,1.47309,0,1970324837186185,2
3377699720883273,10100,Myosotis,43.658,1.47631,0,1970324837186186,2
3377699720883274,10101,Myosotis,43.6583,1.47664,0,1970324837186186,2
3377699720883275,10510,Grive,43.6584,1.48433,0,1970324837186187,2
3377699720883276,10511,Grive,43.6586,1.48433,0,1970324837186187,2
3377699720883277,19400,"Vents d'Autan",43.6586,1.48767,0,1970324837186188,1
3377699720883278,19401,"Vents d'Autan",43.6586,1.48769,0,1970324837186188,1
3377699720883279,19411,Monts du Forez,43.6578,1.4893,0,1970324837186189,1
3377699720883280,19410,Monts du Forez,43.6574,1.48987,0,1970324837186189,1
3377699720883281,19420,Piscine,43.6553,1.49157,0,1970324837186190,1
3377699720883282,19421,Piscine,43.6557,1.49131,0,1970324837186190,1
3377699720883283,19430,Aspin,43.6538,1.49232,0,1970324837186191,2
3377699720883284,19431,Aspin,43.6542,1.49145,0,1970324837186191,1
3377699720883285,19441,Vence,43.6522,1.49621,0,1970324837186192,2
3377699720883286,19440,Vence,43.6522,1.49634,0,1970324837186192,2
3377699720883287,19450,Vallauris,43.651,1.50019,0,1970324837186193,1
3377699720883288,19451,Vallauris,43.6511,1.50001,0,1970324837186193,1
3377699720883289,19460,St-Tropez,43.6499,1.50266,0,1970324837186194,1
3377699720883290,19461,St-Tropez,43.6502,1.50225,0,1970324837186194,1
3377699720883291,19470,Calicéo,43.6492,1.50458,0,1970324837186195,2
3377699720883292,19471,Calicéo,43.6494,1.50412,0,1970324837186195,1
3377699720883293,1981,Desnos,43.5629,1.39173,0,1970324837186196,2
3377699720883294,1980,Desnos,43.5629,1.39149,0,1970324837186196,1
3377699720883295,4731,Ourliac,43.5614,1.39196,0,1970324837186197,2
3377699720883296,4730,Ourliac,43.5614,1.39121,0,1970324837186197,2
3377699720883298,4191,Lestang,43.5604,1.3939,0,1970324837186198,1
3377699720883299,11610,Berdoulat,43.5105,1.38862,0,1970324837186199,2
3377699720883300,11611,Berdoulat,43.5102,1.3887,0,1970324837186199,2
3377699720883301,11631,Commune,43.5025,1.39205,0,1970324837186200,2
3377699720883302,11630,Commune,43.5024,1.39209,0,1970324837186200,2
3377699720883303,11641,Cazaulon,43.5009,1.39318,0,1970324837186201,2
3377699720883304,11640,Cazaulon,43.5004,1.39339,0,1970324837186201,1
3377699720883305,11651,Lachambre,43.499,1.39383,0,1970324837186202,2
3377699720883306,11650,Lachambre,43.4989,1.39382,0,1970324837186202,2
3377699720883307,3210,Griffon,43.5595,1.50122,0,1970324837186203,2
3377699720883308,3211,Griffon,43.5595,1.50117,0,1970324837186203,2
3377699720883309,11670,Malassang,43.4968,1.39315,0,1970324837186204,2
3377699720883310,11740,Môles,43.4919,1.39403,0,1970324837186205,2
3377699720883311,11741,Môles,43.4919,1.3941,0,1970324837186205,2
3377699720883312,11751,Passage à Niveau,43.4907,1.39484,0,1970324837186206,2
3377699720883313,11750,Passage à Niveau,43.4906,1.39519,0,1970324837186206,2
3377699720883314,11771,Beaucru,43.4915,1.38149,0,1970324837186207,2
3377699720883315,11770,Beaucru,43.4912,1.38232,0,1970324837186207,2
3377699720883316,11760,Av. de Roquettes,43.4919,1.38001,0,1970324837186208,1
3377699720883317,11761,Av. de Roquettes,43.492,1.37997,0,1970324837186208,1
3377699720883318,11780,Ecole Roquettes,43.4947,1.37511,0,1970324837186209,2
3377699720883319,11781,Ecole Roquettes,43.4939,1.37717,0,1970324837186209,2
3377699720883320,11790,Cimetière Roquettes,43.4967,1.37081,0,1970324837186210,2
3377699720883321,11791,Cimetière Roquettes,43.4966,1.37102,0,1970324837186210,2
3377699720883322,11801,Le Lac,43.4941,1.36698,0,1970324837186211,2
3377699720883323,11800,Le Lac,43.4941,1.36696,0,1970324837186211,2
3377699720883324,11811,Echez,43.4957,1.36486,0,1970324837186212,2
3377699720883325,11810,Echez,43.4957,1.36489,0,1970324837186212,2
3377699720883326,11820,Lèze,43.4968,1.3633,0,1970324837186213,2
3377699720883327,11821,Lèze,43.4968,1.36326,0,1970324837186213,2
3377699720883328,11831,Château Sud,43.4979,1.36276,0,1970324837186214,2
3377699720883329,11830,Château Sud,43.4979,1.36284,0,1970324837186214,1
3377699720883330,5290,Penent,43.5766,1.42382,0,1970324837186215,1
3377699720883331,5291,Penent,43.576,1.4242,0,1970324837186215,1
3377699720883332,3011,Gallieni,43.5734,1.42427,0,1970324837186216,1
3377699720883333,3010,Gallieni,43.5729,1.42424,0,1970324837186216,2
3377699720883334,3990,Langlade,43.5702,1.42439,0,1970324837186217,1
3377699720883335,3991,Langlade,43.5714,1.42441,0,1970324837186217,1
3377699720883336,3130,Gironis,43.5638,1.42527,0,1970324837186218,1
3377699720883337,3131,Gironis,43.5637,1.42535,0,1970324837186218,1
3377699720883338,4451|4453,Marchant,43.5594,1.42474,0,1970324837186219,1
3377699720883339,4450|4452,Marchant,43.5594,1.42474,0,1970324837186219,1
3377699720883340,6670,Silos,43.5565,1.42402,0,1970324837186220,1
3377699720883341,6671,Silos,43.5566,1.42409,0,1970324837186220,1
3377699720883342,6211,"Route d'Espagne",43.5533,1.42254,0,1970324837186221,2
3377699720883343,6210,"Route d'Espagne",43.5531,1.42224,0,1970324837186221,2
3377699720883344,4041,Larrieu,43.5476,1.41964,0,1970324837186222,2
3377699720883345,4040,Larrieu,43.5469,1.41907,0,1970324837186222,2
3377699720883347,11240,Clairfont,43.5441,1.41699,0,1970324837186223,2
3377699720883348,11251,Frênes,43.541,1.41263,0,1970324837186224,1
3377699720883349,11250,Frênes,43.5412,1.4127,0,1970324837186224,1
3377699720883350,11471,Ctre Cial Portet - Entrée 5,43.5358,1.40752,0,1970324837186225,1
3377699720883351,11470,Ctre Cial Portet - Entrée 5,43.5369,1.40656,0,1970324837186225,1
3377699720883352,11480,Saliège,43.5341,1.41008,0,1970324837186226,2
3377699720883353,11481,Saliège,43.5338,1.41039,0,1970324837186226,2
3377699720883354,11490,Boulodrome,43.5321,1.41199,0,1970324837186227,1
3377699720883355,11491,Boulodrome,43.5323,1.41195,0,1970324837186227,1
3377699720883356,11500,Collège de Portet,43.5304,1.40978,0,1970324837186228,1
3377699720883357,11501,Collège de Portet,43.5303,1.41046,0,1970324837186228,2
3377699720883358,11900,Piscine,43.528,1.40924,0,1970324837186229,2
3377699720883359,11901,Piscine,43.5282,1.40935,0,1970324837186229,2
3377699720883360,11521|11523,Pont Rocade,43.5121,1.38331,0,1970324837186230,2
3377699720883361,11520|11522,Pont Rocade,43.512,1.38252,0,1970324837186230,2
3377699720883362,11531|11533,Colombier,43.5107,1.37911,0,1970324837186231,2
3377699720883363,11530|11532,Colombier,43.5109,1.37934,0,1970324837186231,1
3377699720883368,11560|11562,Tilleuls,43.5071,1.36983,0,1970324837186234,2
3377699720883369,11570|11572,V. Auriol,43.5046,1.36689,0,1970324837186235,2
3377699720883370,11571|11573,V. Auriol,43.5041,1.36639,0,1970324837186235,2
3377699720883374,17820,St Anne,43.5934,1.50431,0,1970324837186239,2
3377699720883375,17821,St Anne,43.5933,1.50421,0,1970324837186239,2
3377699720883386,2410,Escagarol,43.5582,1.44056,0,1970324837186248,2
3377699720883387,2411,Escagarol,43.5583,1.44074,0,1970324837186248,2
3377699720883392,12020,N. Dame des Coteaux,43.5257,1.42739,0,1970324837186251,2
3377699720883394,12030,Parc Confluent,43.5223,1.42259,0,1970329131942201,1
3377699720883395,12031,Parc Confluent,43.5222,1.42284,0,1970329131942201,1
3377699720883399,12051,Ladevan,43.5073,1.41455,0,1970324837186254,2
3377699720883400,12061,Verte Campagne,43.505,1.41257,0,1970324837186255,1
3377699720883401,12060,Verte Campagne,43.5056,1.41259,0,1970324837186255,1
3377699720883402,12070,Castelvieil,43.5031,1.41141,0,1970324837186256,1
3377699720883403,12071,Castelvieil,43.5018,1.41102,0,1970324837186256,1
3377699720883404,12161,Lavelanet,43.4973,1.41412,0,1970324837186257,1
3377699720883405,12160,Lavelanet,43.4973,1.41388,0,1970324837186257,1
3377699720883414,12120,Isard,43.495,1.43448,0,1970324837186262,1
3377699720883415,12121,Isard,43.4947,1.4351,0,1970324837186262,1
3377699720883418,12232,Del Souleilh,43.4927,1.44119,0,1970324837186264,1
3377699720883419,12230,Del Souleilh,43.4926,1.44141,0,1970324837186264,1
3377699720883420,12240,Del Bosc,43.4943,1.44496,0,1970324837186265,1
3377699720883424,12140,Birol,43.4897,1.44117,0,1970324837186269,1
3377699720883425,12141,Birol,43.4899,1.44131,0,1970324837186269,1
3377699720883426,12150,Souleilhat,43.4874,1.44607,0,1970324837186270,1
3377699720883427,12151,Souleilhat,43.4875,1.44618,0,1970324837186270,1
3377699720883428,12190,Carriérette,43.4924,1.41856,0,1970324837186271,2
3377699720883429,12191,Carriérette,43.4923,1.4187,0,1970324837186271,2
3377699720883430,12201,Marquemale,43.4714,1.44955,0,1970324837186272,2
3377699720883431,12200,Marquemale,43.4712,1.44942,0,1970324837186272,2
3377699720883432,12210,El Serrié,43.4694,1.4521,0,1970324837186273,2
3377699720883433,12211,El Serrié,43.4695,1.45222,0,1970324840530365,2
3377699720883434,1221,Charbonnière,43.577,1.44291,0,1970324837186274,2
3377699720883435,1220,Charbonnière,43.5771,1.44289,0,1970324837186274,1
3377699720883436,3431,Herriot,43.5746,1.44661,0,1970324837186275,1
3377699720883437,3430,Herriot,43.5744,1.44689,0,1970324837186275,1
3377699720883438,5601,Palmiers,43.5737,1.44873,0,1970324837186276,1
3377699720883439,5600,Palmiers,43.5732,1.4494,0,1970324837186276,1
3377699720883440,701,Bon Voisin,43.5701,1.45048,0,1970324837186277,1
3377699720883441,700,Bon Voisin,43.5702,1.45048,0,1970324837186277,1
3377699720883442,1640,Coteaux,43.5682,1.45184,0,1970324837186278,1
3377699720883443,1641,Coteaux,43.5682,1.45175,0,1970324837186278,1
3377699720883446,5520,Ponsan Bellevue,43.5634,1.45541,0,1970324837186280,1
3377699720883447,5521,Ponsan Bellevue,43.5636,1.45524,0,1970324837186280,1
3377699720883448,741,Bourdette,43.5552,1.45704,0,1970324837186281,1
3377699720883449,740,Bourdette,43.5546,1.45665,0,1970324837186281,1
3377699720883450,3451,Larrey,43.5533,1.4568,0,1970324837186282,1
3377699720883451,3450,Larrey,43.5526,1.45693,0,1970324837186282,1
3377699720883452,4910,Narrade,43.5514,1.45728,0,1970324837186283,1
3377699720883453,4911,Narrade,43.5517,1.4573,0,1970324837186283,1
3377699720883454,5260,Pastel,43.5499,1.45744,0,1970324837186284,1
3377699720883455,5261,Pastel,43.5497,1.45739,0,1970324837186284,1
3377699720883456,2331,Eglise Pouvourville,43.5484,1.45436,0,1970324837186285,1
3377699720883457,2330,Eglise Pouvourville,43.5485,1.45475,0,1970324837186285,1
3377699720883458,12450,Estérel,43.5439,1.45636,0,1970324837186286,2
3377699720883459,12451,Estérel,43.5441,1.45616,0,1970324837186286,2
3377699720883460,12410,Aéropostale,43.5421,1.45928,0,1970324837186287,2
3377699720883461,12411,Aéropostale,43.5427,1.45827,0,1970324837186287,1
3377699720883462,12420,Salas,43.5417,1.46151,0,1970324837186288,1
3377699720883463,12421,Salas,43.5418,1.46139,0,1970324837186288,1
3377699720883464,12430,Ecole Gleyze-Vieille,43.5445,1.46389,0,1970324837186289,1
3377699720883465,12431,Ecole Gleyze-Vieille,43.5445,1.46376,0,1970324837186289,1
3377699720883466,2710,Fac Dentaire,43.5649,1.46239,0,1970324837186290,1
3377699720883467,2711,Fac Dentaire,43.5646,1.46229,0,1970324837186290,1
3377699720883468,3401,Hôpital Larrey,43.5523,1.4536,0,1970324837448244,1
3377699720883471,1521,Clôtasses,43.5558,1.46647,0,1970324837186293,1
3377699720883472,1520,Clôtasses,43.5546,1.46728,0,1970324837186293,1
3377699720883473,14821,Eglise Ramonville,43.5511,1.46963,0,1970324837186294,2
3377699720883474,14830,Lapeyrade,43.5496,1.471,0,1970324837186295,1
3377699720883475,14831,Lapeyrade,43.5507,1.47025,0,1970324837186295,1
3377699720883476,14841,Poste de Ramonville,43.5481,1.47215,0,1970324837186296,1
3377699720883477,14840,Poste de Ramonville,43.5477,1.47253,0,1970324837186296,1
3377699720883478,14861,Pastourelles,43.5437,1.47723,0,1970324837186297,1
3377699720883479,14860,Pastourelles,43.5433,1.4774,0,1970324837186297,1
3377699720883481,14870,Deux Ormeaux,43.5409,1.47878,0,1970324837186298,1
3377699720883482,14871,Deux Ormeaux,43.5409,1.4789,0,1970324837186298,1
3377699720883483,14881,Monument,43.538,1.47492,0,1970324837186299,1
3377699720883484,14880,Monument,43.5381,1.475,0,1970324837186299,2
3377699720883485,14890,Suisse,43.5367,1.47294,0,1970324837186300,2
3377699720883486,14891,Suisse,43.5369,1.47326,0,1970324837186300,1
3377699720883487,14901,Tourterelles,43.5354,1.47312,0,1970324837186301,1
3377699720883488,14900,Tourterelles,43.5353,1.47327,0,1970324837186301,2
3377699720883489,14911,Coteaux,43.5313,1.47772,0,1970324837186302,2
3377699720883490,14910,Coteaux,43.5314,1.47749,0,1970324837186302,1
3377699720883491,14921,Mairie Auzeville,43.5298,1.47966,0,1970324837186303,2
3377699720883492,14920,Mairie Auzeville,43.5299,1.47959,0,1970324837186303,2
3377699720883493,14931,Prat,43.5282,1.48192,0,1970324837186304,1
3377699720883494,14930,Prat,43.5285,1.48177,0,1970324837186304,1
3377699720883495,14941,Mayrine,43.5264,1.48399,0,1970324837186305,1
3377699720883496,14940,Mayrine,43.5264,1.484,0,1970324837186305,2
3377699720883497,7001,Talabot Sud,43.5634,1.3866,0,1970324837186306,1
3377699720883498,7000,Talabot Sud,43.5633,1.38643,0,1970324837186306,2
3377699720883499,1270,Charpy,43.5605,1.38365,0,1970324837186307,2
3377699720883500,1271,Charpy,43.5606,1.38378,0,1970324837186307,2
3377699720883501,2341,Eglise St-Simon,43.5572,1.38018,0,1970324837186308,2
3377699720883502,2340,Eglise St-Simon,43.5577,1.38084,0,1970324837186308,2
3377699720883503,1650,Ch. Basso Cambo,43.5556,1.37808,0,1970324837186309,2
3377699720883504,1651,Ch. Basso Cambo,43.5557,1.37824,0,1970324837186309,2
3377699720883505,7200,Villenouvelle,43.5536,1.37556,0,1970324837186310,2
3377699720883506,7201,Villenouvelle,43.5537,1.37574,0,1970324837186310,1
3377699720883507,12780,Bayès,43.5561,1.3712,0,1970324837186311,1
3377699720883508,12781,Bayès,43.5559,1.37132,0,1970324837186311,1
3377699720883509,1541,Coin Fermé,43.5573,1.36909,0,1970324837186312,2
3377699720883510,1540,Coin Fermé,43.5575,1.36888,0,1970324837186312,2
3377699720883511,12510,Diane,43.5583,1.36599,0,1970324837186313,1
3377699720883512,12511,Diane,43.5583,1.36616,0,1970324837186313,2
3377699720883513,12520,Glassière,43.5556,1.36295,0,1970324837186314,1
3377699720883514,12521,Glassière,43.5558,1.3634,0,1970324837186314,1
3377699720883515,12531,Troubadours,43.5542,1.3603,0,1970324837186315,1
3377699720883516,12530,Troubadours,43.5542,1.3599,0,1970324837186315,1
3377699720883517,12541,Bourdettes,43.5527,1.35543,0,1970324837186316,1
3377699720883518,12540,Bourdettes,43.5526,1.35527,0,1970324837186316,1
3377699720883519,12550,Bachecame Petit Jean,43.5461,1.35076,0,1970324837186317,1
3377699720883520,12551,Bachecame Petit Jean,43.5462,1.35078,0,1970324837186317,1
3377699720883521,12561,Somme,43.5449,1.3479,0,1970324837186318,2
3377699720883522,12560,Somme,43.5449,1.3476,0,1970324837186318,1
3377699720883523,12581,De Gaulle,43.5418,1.34167,0,1970324837186319,2
3377699720883524,12580,De Gaulle,43.5418,1.34159,0,1970324837186319,2
3377699720883525,12590,Pré Vicinal,43.54,1.34045,0,1970324837186320,2
3377699720883526,12591,Pré Vicinal,43.5401,1.34067,0,1970324837186320,2
3377699720883527,12601,Vivier,43.538,1.34011,0,1970324837186321,1
3377699720883528,12600,Vivier,43.5378,1.33968,0,1970324837186321,1
3377699720883529,12611,Béarn,43.5368,1.3377,0,1970324837186322,2
3377699720883530,12610,Béarn,43.537,1.33783,0,1970324837186322,1
3377699720883531,12620,Rubens,43.5351,1.33883,0,1970324837186323,1
3377699720883532,12621,Rubens,43.5351,1.33894,0,1970324837186323,1
3377699720883533,12631,Vieux Moulin,43.5338,1.3414,0,1970324837186324,2
3377699720883534,12630,Vieux Moulin,43.5338,1.34118,0,1970324837186324,2
3377699720883535,12641,Bizet,43.5317,1.33989,0,1970324837186325,1
3377699720883536,12640,Bizet,43.5313,1.33946,0,1970324837186325,1
3377699720883537,12651,Tamaris,43.5298,1.33823,0,1970324837186326,1
3377699720883538,12650,Tamaris,43.5298,1.33808,0,1970324837186326,1
3377699720883539,12660,Pyrénées,43.5276,1.33619,0,1970324837186327,2
3377699720883540,12661,Pyrénées,43.5276,1.33634,0,1970324837186327,1
3377699720883541,12670,Roses,43.5277,1.33396,0,1970324837186328,2
3377699720883542,12671,Roses,43.5276,1.33407,0,1970324837186328,2
3377699720883543,12691,Roussillon,43.525,1.32993,0,1970324837186329,2
3377699720883544,12690,Roussillon,43.525,1.32988,0,1970324837186329,1
3377699720883545,12700,Languedoc,43.5235,1.33208,0,1970324837186330,2
3377699720883546,12701,Languedoc,43.5235,1.33216,0,1970324837186330,2
3377699720883547,12711,Montségur,43.5199,1.32951,0,1970324837186331,2
3377699720883548,12710,Montségur,43.5201,1.32961,0,1970324837186331,2
3377699720883549,12720,Surcouf,43.5179,1.32789,0,1970324837186332,2
3377699720883550,12721,Surcouf,43.5186,1.32845,0,1970324837186332,1
3377699720883551,12730,Croix,43.5166,1.32613,0,1970324837186333,2
3377699720883552,12731,Croix,43.5166,1.32623,0,1970324837186333,1
3377699720883553,12741,Berdeil,43.5149,1.32404,0,1970324837186334,2
3377699720883554,12740,Berdeil,43.5149,1.32399,0,1970324837186334,2
3377699720883555,12750,Vierge,43.5139,1.32244,0,1970324837186335,2
3377699720883556,12751,Vierge,43.5138,1.32257,0,1970324837186335,2
3377699720883557,12760,Maison de Retraite,43.5145,1.31977,0,1970324837186336,1
3377699720883558,12761,Maison de Retraite,43.5144,1.32006,0,1970324837186336,2
3377699720883559,12773,Tennis Club Frouzins,43.5154,1.31713,0,1970324837186337,1
3377699720883560,4500,Mounède,43.5719,1.38305,0,1970324837186338,1
3377699720883561,4501,Mounède,43.5719,1.38306,0,1970324837186338,1
3377699720883562,2151,De Croutte,43.5686,1.37806,0,1970324837186339,1
3377699720883563,2150,De Croutte,43.5685,1.37788,0,1970324837186339,1
3377699720883564,110,Angély,43.567,1.37522,0,1970324837186340,2
3377699720883565,111,Angély,43.5672,1.37542,0,1970324837186340,2
3377699720883566,3241,Liffard,43.5647,1.37339,0,1970329131942135,2
3377699720883567,3240,Liffard,43.565,1.37349,0,1970329131942135,2
3377699720883568,6011,Reguelongue,43.5627,1.37181,0,1970324837186342,2
3377699720883569,6010,Reguelongue,43.5623,1.37118,0,1970324837186342,2
3377699720883570,4220,Licard,43.5602,1.36861,0,1970324837186343,1
3377699720883571,4221,Licard,43.5604,1.3688,0,1970324837186343,2
3377699720883572,12791,Petit Barry,43.5446,1.35009,0,1970324837186344,1
3377699720883573,12790,Petit Barry,43.5445,1.34997,0,1970324837186344,2
3377699720883574,12801,Lilas,43.5413,1.34695,0,1970324837186345,1
3377699720883575,12800,Lilas,43.5414,1.34695,0,1970324837186345,1
3377699720883576,12811,Stade,43.5394,1.34607,0,1970324837186346,1
3377699720883577,12810,Stade,43.5388,1.34565,0,1970324837186346,1
3377699720883578,12831,Cugnala,43.535,1.34659,0,1970324837186347,1
3377699720883579,12830,Cugnala,43.5347,1.3469,0,1970324837186347,1
3377699720883584,12860,Forgues,43.4986,1.30943,0,1970329131942046,1
3377699720883586,12871,Méroc,43.5268,1.34656,0,1970324837186351,2
3377699720883587,12870,Méroc,43.527,1.34672,0,1970324837186351,1
3377699720883588,12880,Mairie Villeneuve Tolosane,43.5248,1.34407,0,1970324837186352,2
3377699720883589,12881,Mairie Villeneuve Tolosane,43.5248,1.34427,0,1970324837186352,1
3377699720883590,12890,Eglise Villeneuve,43.5228,1.34173,0,1970324837186353,2
3377699720883591,12891,Eglise Villeneuve,43.5226,1.34164,0,1970324837186353,2
3377699720883592,12911,St-Laurent,43.5191,1.33607,0,1970324837186354,1
3377699720883593,12910,St-Laurent,43.5189,1.33552,0,1970324837186354,1
3377699720883594,12920,Le Parc,43.517,1.33366,0,1970324837186355,1
3377699720883595,12921,Le Parc,43.5171,1.33396,0,1970324837186355,2
3377699720883596,12931,Méditerranée,43.515,1.33155,0,1970324837186356,2
3377699720883597,12930,Méditerranée,43.5147,1.33097,0,1970324837186356,2
3377699720883598,12941,Bel Air,43.5125,1.32904,0,1970324837186357,1
3377699720883599,12940,Bel Air,43.5126,1.32889,0,1970324837186357,2
3377699720883600,12950,Chêne Vert,43.5101,1.32673,0,1970324837186358,1
3377699720883601,12951,Chêne Vert,43.5103,1.32702,0,1970324837186358,1
3377699720883602,12961,Pyrénées,43.5085,1.32567,0,1970324837186359,2
3377699720883603,12960,Pyrénées,43.5086,1.32551,0,1970324837186359,2
3377699720883604,12971,Jean Jaurès,43.5068,1.32405,0,1970324837186360,2
3377699720883605,12970,Jean Jaurès,43.5064,1.32349,0,1970324837186360,2
3377699720883608,12990,Vitarelles,43.5042,1.32121,0,1970324837186362,2
3377699720883609,12991,Vitarelles,43.5037,1.32107,0,1970324837186362,2
3377699720883610,13000,Victor Hugo,43.5002,1.31809,0,1970324837186363,2
3377699720883611,13001,Victor Hugo,43.4999,1.31798,0,1970324837186363,2
3377699720883612,13011,Bergeaud,43.4973,1.31511,0,1970324837186364,2
3377699720883613,13010,Bergeaud,43.4977,1.31543,0,1970324837186364,1
3377699720883615,13020,Mairie Seysses,43.4984,1.31116,0,1970324837186365,2
3377699720883616,13030,Cazeneuve,43.4964,1.30855,0,1970324837186366,1
3377699720883630,920,Cadène,43.6542,1.42313,0,1970324837186373,2
3377699720883631,921,Cadène,43.6537,1.42353,0,1970324837186373,2
3377699720883632,6261,Rupé,43.6574,1.42019,0,1970324837186374,2
3377699720883633,6260,Rupé,43.6574,1.42031,0,1970324837186374,2
3377699720883634,6541,Salvador Allende,43.6586,1.41909,0,1970324837186375,2
3377699720883635,6540,Salvador Allende,43.6595,1.41838,0,1970324837186375,2
3377699720883636,7310,Marie Curie,43.6623,1.41584,0,1970324837186376,2
3377699720883637,7311,Marie Curie,43.6619,1.41624,0,1970324837186376,2
3377699720883641,13310,Plaine,43.6733,1.40971,0,1970324837186377,2
3377699720883642,13311,Plaine,43.6733,1.40964,0,1970324837186377,2
3377699720883643,13321,St-Gobain,43.6764,1.40862,0,1970324837186378,1
3377699720883644,13320,St-Gobain,43.6777,1.40831,0,1970324837186378,2
3377699720883645,13330,Mazurié,43.6839,1.40638,0,1970324837186379,2
3377699720883646,13331,Mazurié,43.6834,1.4065,0,1970324837186379,2
3377699720883647,13340,Sers,43.6885,1.4058,0,1970324840530402,1
3377699720883655,13400,Tournelle,43.683,1.3992,0,1970324837186384,2
3377699720883656,13401,Tournelle,43.6831,1.39933,0,1970324837186384,1
3377699720883657,13411,Clos,43.6812,1.39828,0,1970324837186385,1
3377699720883658,13410,Clos,43.6812,1.39823,0,1970324837186385,1
3377699720883659,13421,Languedoc,43.6797,1.39662,0,1970324837186386,2
3377699720883660,13420,Languedoc,43.6797,1.39652,0,1970324837186386,2
3377699720883661,13431,Rey,43.6773,1.39647,0,1970324837186387,2
3377699720883662,13430,Rey,43.6784,1.39446,0,1970324837186387,1
3377699720883663,13441,Pourrenque,43.6763,1.39639,0,1970324837186388,1
3377699720883665,13451,Jean Jaurès,43.6772,1.39375,0,1970324837186389,1
3377699720883666,13450,Jean Jaurès,43.678,1.39292,0,1970324837186389,2
3377699720883667,13461,Mairie Fenouillet,43.6788,1.39105,0,1970324837186390,1
3377699720883668,13460,Mairie Fenouillet,43.6787,1.39115,0,1970324837186390,1
3377699720883669,13470,Billières,43.6796,1.38924,0,1970324837186391,2
3377699720883670,13471,Billières,43.6797,1.38922,0,1970324837186391,2
3377699720883671,13481,Gourgues,43.6804,1.38594,0,1970324837186392,1
3377699720883672,13480,Gourgues,43.6804,1.38654,0,1970324837186392,2
3377699720883673,13491,Eglise Fenouillet,43.6832,1.38357,0,1970324837186393,1
3377699720883674,13490,Eglise Fenouillet,43.6822,1.3848,0,1970324837186393,2
3377699720883675,13511,Montplaisir,43.689,1.37642,0,1970324837186394,2
3377699720883676,13510,Montplaisir,43.6892,1.37622,0,1970324837186394,2
3377699720883677,13520,Château,43.6934,1.3742,0,1970324837186395,2
3377699720883678,13521,Château,43.6924,1.3745,0,1970324837186395,1
3377699720883679,13531,Gagnac Acacias,43.6945,1.37401,0,1970324837186396,2
3377699720883680,13530,Gagnac Acacias,43.6953,1.37369,0,1970324837186396,1
3377699720883681,13690,Vieux Moulin,43.7001,1.37674,0,1970324837186397,1
3377699720883682,13691,Vieux Moulin,43.7001,1.37662,0,1970324837186397,1
3377699720883683,13551,Voie Romaine,43.7028,1.37982,0,1970324837186398,1
3377699720883684,13550,Voie Romaine,43.7025,1.37971,0,1970324837186398,2
3377699720883686,13570,Eglise Gagnac,43.7021,1.36872,0,1970324837186400,2
3377699720883687,13571,Eglise Gagnac,43.7018,1.36902,0,1970324837186400,2
3377699720883688,13580,Hire,43.7036,1.36815,0,1970324837186401,2
3377699720883689,13581,Hire,43.7037,1.36808,0,1970324837186401,2
3377699720883690,13590,Albefeuille,43.7092,1.3667,0,1970324837186402,2
3377699720883691,13591,Albefeuille,43.7092,1.36667,0,1970324837186402,1
3377699720883692,13610,Turret,43.7069,1.37528,0,1970324837186403,1
3377699720883693,13611,Turret,43.7069,1.37535,0,1970324837186403,1
3377699720883694,13621,Amandiers,43.7031,1.37808,0,1970324837186404,2
3377699720883695,13620,Amandiers,43.703,1.37815,0,1970324837186404,2
3377699720883696,13630,Moulin,43.7052,1.38269,0,1970324837186405,1
3377699720883697,13631,Moulin,43.7049,1.38231,0,1970324837186405,1
3377699720883698,13640,Oustalet,43.7066,1.38477,0,1970324837186406,1
3377699720883699,13641,Oustalet,43.7064,1.38469,0,1970324837186406,1
3377699720883700,13680,St-Jean,43.7079,1.38308,0,1970324837186407,2
3377699720883701,13681,St-Jean,43.708,1.38463,0,1970324837186407,1
3377699720883706,5780,Pader,43.6371,1.43331,0,1970324837186411,1
3377699720883707,5781,Pader,43.6359,1.43322,0,1970324837186411,1
3377699720883708,5760,Pont de la Vache,43.6389,1.43334,0,1970324837186412,2
3377699720883709,5761,Pont de la Vache,43.6388,1.43338,0,1970324837186412,1
3377699720883710,6031,Riché Lalande,43.6475,1.43302,0,1970324837186413,1
3377699720883711,6030,Riché Lalande,43.648,1.43305,0,1970324837186413,1
3377699720883712,6190,Roubiéchou,43.6553,1.43222,0,1970324837186414,1
