笑骂由他笑骂，好官我自为之	http://chengyu.911cha.com/OGhseQ==.html
舍得一身剐，敢把皇帝拉下马	http://chengyu.911cha.com/MjMxZQ==.html
拳头上立得人，胳膊上走得马	http://chengyu.911cha.com/NHExbw==.html
先忧事者后乐，先傲事者后忧	http://chengyu.911cha.com/N2hvMg==.html
忠臣不事二君，贞女不更二夫	http://chengyu.911cha.com/N3dqdw==.html
内举不失其子，外举不失其仇	http://chengyu.911cha.com/NzNrMA==.html
拳头上立得人，胳膊上走得路	http://chengyu.911cha.com/NHExZQ==.html
踏破铁鞋无觅处，得来全不费	http://chengyu.911cha.com/NDV3eQ==.html
大匠能与人规矩，不能使人巧	http://chengyu.911cha.com/NnltaQ==.html
如入芝兰之室，久而不闻其香	http://chengyu.911cha.com/N2oyYw==.html
运筹帷幄之中，决胜千里之外	http://chengyu.911cha.com/N3AzYQ==.html
戏法人人会变，各有巧妙不同	http://chengyu.911cha.com/N2hzaQ==.html
自许州官放火，不许百姓点灯	http://chengyu.911cha.com/N2Rsbw==.html
一部二十四史，不知从何说起	http://chengyu.911cha.com/NnVreQ==.html
如入鲍鱼之肆，久而不闻其臭	http://chengyu.911cha.com/N2oydw==.html
猪八戒吃人参果，全不知滋味	http://chengyu.911cha.com/NnNwNg==.html
只许州官放火，不许百姓点灯	http://chengyu.911cha.com/MnVuMA==.html
只准州官放火，不准百姓点灯	http://chengyu.911cha.com/NzdtZQ==.html
天有不测风云，人有旦夕祸福	http://chengyu.911cha.com/MjZ2cQ==.html
只准州官放火，不许百姓点灯	http://chengyu.911cha.com/Nzdtbw==.html
即以其人之道，还治其人之身	http://chengyu.911cha.com/MWV4Yw==.html
天有不测风云，人有暂时祸福	http://chengyu.911cha.com/NzF1Mg==.html
各人自扫门前雪，莫管他人瓦	http://chengyu.911cha.com/M29vZQ==.html
拼得一身剐，敢把皇帝拉下马	http://chengyu.911cha.com/OGI1cQ==.html
捉奸见双，捉贼见赃，杀人见伤	http://chengyu.911cha.com/OGc2dQ==.html
忠臣不事二君，烈女不更二夫	http://chengyu.911cha.com/N3drNg==.html
三个臭皮匠，合成一个诸葛亮	http://chengyu.911cha.com/Nng4aQ==.html
鸡犬之声相闻，老死不相往来	http://chengyu.911cha.com/MWZodw==.html
猪八戒吃人参果，全不知滋味	http://chengyu.911cha.com/NnNsdQ==.html
上无片瓦遮身，下无立锥之地	http://chengyu.911cha.com/Nnd1Yw==.html
遇文王施礼乐，遇桀纣动干戈	http://chengyu.911cha.com/OHVxZw==.html
人无有千日好，花无有百日红	http://chengyu.911cha.com/NnV4Zw==.html
